date,date_id,year,month,month_name,quarter,day,day_name,week,is_weekend
2017-12-24 17:34:12,20171224,2017,12,December,4,24,Sunday,51,1
2017-12-25 20:14:34,20171225,2017,12,December,4,25,Monday,52,0
2017-12-26 23:41:31,20171226,2017,12,December,4,26,Tuesday,52,0
2017-12-27 19:19:44,20171227,2017,12,December,4,27,Wednesday,52,0
2017-12-28 18:40:56,20171228,2017,12,December,4,28,Thursday,52,0
2017-12-29 20:50:35,20171229,2017,12,December,4,29,Friday,52,0
2017-12-30 13:46:14,20171230,2017,12,December,4,30,Saturday,52,1
2017-12-31 19:28:24,20171231,2017,12,December,4,31,Sunday,52,1
2018-01-01 23:15:14,20180101,2018,1,January,1,1,Monday,1,0
2018-01-02 19:00:43,20180102,2018,1,January,1,2,Tuesday,1,0
2018-01-03 16:29:52,20180103,2018,1,January,1,3,Wednesday,1,0
2018-01-04 13:14:34,20180104,2018,1,January,1,4,Thursday,1,0
2018-01-05 11:04:11,20180105,2018,1,January,1,5,Friday,1,0
2018-01-06 21:37:54,20180106,2018,1,January,1,6,Saturday,1,1
2018-01-07 21:44:54,20180107,2018,1,January,1,7,Sunday,1,1
2018-01-08 07:55:29,20180108,2018,1,January,1,8,Monday,2,0
2018-01-09 06:37:43,20180109,2018,1,January,1,9,Tuesday,2,0
2018-01-10 14:18:40,20180110,2018,1,January,1,10,Wednesday,2,0
2018-01-11 16:51:17,20180111,2018,1,January,1,11,Thursday,2,0
2018-01-12 19:27:08,20180112,2018,1,January,1,12,Friday,2,0
2018-01-13 08:19:23,20180113,2018,1,January,1,13,Saturday,2,1
2018-01-14 18:49:14,20180114,2018,1,January,1,14,Sunday,2,1
2018-01-15 00:14:21,20180115,2018,1,January,1,15,Monday,3,0
2018-01-16 22:34:16,20180116,2018,1,January,1,16,Tuesday,3,0
2018-01-17 09:55:37,20180117,2018,1,January,1,17,Wednesday,3,0
2018-01-18 09:30:54,20180118,2018,1,January,1,18,Thursday,3,0
2018-01-19 21:07:32,20180119,2018,1,January,1,19,Friday,3,0
2018-01-20 12:31:43,20180120,2018,1,January,1,20,Saturday,3,1
2018-01-21 16:46:04,20180121,2018,1,January,1,21,Sunday,3,1
2018-01-22 19:22:22,20180122,2018,1,January,1,22,Monday,4,0
2018-01-23 10:32:39,20180123,2018,1,January,1,23,Tuesday,4,0
2018-01-24 11:40:28,20180124,2018,1,January,1,24,Wednesday,4,0
2018-01-25 23:13:41,20180125,2018,1,January,1,25,Thursday,4,0
2018-01-26 13:32:22,20180126,2018,1,January,1,26,Friday,4,0
2018-01-27 22:04:34,20180127,2018,1,January,1,27,Saturday,4,1
2018-01-28 11:47:10,20180128,2018,1,January,1,28,Sunday,4,1
2018-01-29 13:38:02,20180129,2018,1,January,1,29,Monday,5,0
2018-01-30 07:51:17,20180130,2018,1,January,1,30,Tuesday,5,0
2018-01-31 13:21:44,20180131,2018,1,January,1,31,Wednesday,5,0
2018-02-01 14:02:19,20180201,2018,2,February,1,1,Thursday,5,0
2018-02-02 16:15:41,20180202,2018,2,February,1,2,Friday,5,0
2018-02-03 20:37:35,20180203,2018,2,February,1,3,Saturday,5,1
2018-02-04 19:34:05,20180204,2018,2,February,1,4,Sunday,5,1
2018-02-05 17:27:54,20180205,2018,2,February,1,5,Monday,6,0
2018-02-06 21:09:10,20180206,2018,2,February,1,6,Tuesday,6,0
2018-02-07 08:04:29,20180207,2018,2,February,1,7,Wednesday,6,0
2018-02-08 18:56:45,20180208,2018,2,February,1,8,Thursday,6,0
2018-02-09 13:48:17,20180209,2018,2,February,1,9,Friday,6,0
2018-02-10 13:26:59,20180210,2018,2,February,1,10,Saturday,6,1
2018-02-11 14:13:54,20180211,2018,2,February,1,11,Sunday,6,1
2018-02-12 17:33:54,20180212,2018,2,February,1,12,Monday,7,0
2018-02-13 21:18:39,20180213,2018,2,February,1,13,Tuesday,7,0
2018-02-14 13:05:17,20180214,2018,2,February,1,14,Wednesday,7,0
2018-02-15 10:33:30,20180215,2018,2,February,1,15,Thursday,7,0
2018-02-16 09:17:44,20180216,2018,2,February,1,16,Friday,7,0
2018-02-17 15:59:46,20180217,2018,2,February,1,17,Saturday,7,1
2018-02-18 00:10:50,20180218,2018,2,February,1,18,Sunday,7,1
2018-02-19 20:31:09,20180219,2018,2,February,1,19,Monday,8,0
2018-02-20 23:46:53,20180220,2018,2,February,1,20,Tuesday,8,0
2018-02-21 18:15:12,20180221,2018,2,February,1,21,Wednesday,8,0
2018-02-22 15:04:08,20180222,2018,2,February,1,22,Thursday,8,0
2018-02-23 13:12:12,20180223,2018,2,February,1,23,Friday,8,0
2018-02-24 08:45:01,20180224,2018,2,February,1,24,Saturday,8,1
2018-02-25 13:50:30,20180225,2018,2,February,1,25,Sunday,8,1
2018-02-26 11:06:56,20180226,2018,2,February,1,26,Monday,9,0
2018-02-27 12:55:42,20180227,2018,2,February,1,27,Tuesday,9,0
2018-02-28 17:00:28,20180228,2018,2,February,1,28,Wednesday,9,0
2018-03-01 14:14:28,20180301,2018,3,March,1,1,Thursday,9,0
2018-03-02 11:04:18,20180302,2018,3,March,1,2,Friday,9,0
2018-03-03 17:11:33,20180303,2018,3,March,1,3,Saturday,9,1
2018-03-04 15:58:09,20180304,2018,3,March,1,4,Sunday,9,1
2018-03-05 08:58:05,20180305,2018,3,March,1,5,Monday,10,0
2018-03-06 14:21:57,20180306,2018,3,March,1,6,Tuesday,10,0
2018-03-07 23:00:33,20180307,2018,3,March,1,7,Wednesday,10,0
2018-03-08 15:59:11,20180308,2018,3,March,1,8,Thursday,10,0
2018-03-09 14:50:15,20180309,2018,3,March,1,9,Friday,10,0
2018-03-10 23:24:50,20180310,2018,3,March,1,10,Saturday,10,1
2018-03-11 22:14:38,20180311,2018,3,March,1,11,Sunday,10,1
2018-03-12 01:50:26,20180312,2018,3,March,1,12,Monday,11,0
2018-03-13 19:10:37,20180313,2018,3,March,1,13,Tuesday,11,0
2018-03-14 11:22:37,20180314,2018,3,March,1,14,Wednesday,11,0
2018-03-15 08:52:40,20180315,2018,3,March,1,15,Thursday,11,0
2018-03-16 11:31:18,20180316,2018,3,March,1,16,Friday,11,0
2018-03-17 15:21:11,20180317,2018,3,March,1,17,Saturday,11,1
2018-03-18 20:59:28,20180318,2018,3,March,1,18,Sunday,11,1
2018-03-19 21:50:14,20180319,2018,3,March,1,19,Monday,12,0
2018-03-20 14:27:23,20180320,2018,3,March,1,20,Tuesday,12,0
2018-03-21 15:30:57,20180321,2018,3,March,1,21,Wednesday,12,0
2018-03-22 21:26:26,20180322,2018,3,March,1,22,Thursday,12,0
2018-03-23 11:43:13,20180323,2018,3,March,1,23,Friday,12,0
2018-03-24 11:58:06,20180324,2018,3,March,1,24,Saturday,12,1
2018-03-25 16:43:56,20180325,2018,3,March,1,25,Sunday,12,1
2018-03-26 17:12:18,20180326,2018,3,March,1,26,Monday,13,0
2018-03-27 22:14:59,20180327,2018,3,March,1,27,Tuesday,13,0
2018-03-28 19:30:57,20180328,2018,3,March,1,28,Wednesday,13,0
2018-03-29 14:27:41,20180329,2018,3,March,1,29,Thursday,13,0
2018-03-30 23:11:40,20180330,2018,3,March,1,30,Friday,13,0
2018-03-31 14:20:46,20180331,2018,3,March,1,31,Saturday,13,1
2018-04-01 18:27:01,20180401,2018,4,April,2,1,Sunday,13,1
2018-04-02 13:01:06,20180402,2018,4,April,2,2,Monday,14,0
2018-04-03 13:47:14,20180403,2018,4,April,2,3,Tuesday,14,0
2018-04-04 08:39:50,20180404,2018,4,April,2,4,Wednesday,14,0
2018-04-05 18:34:49,20180405,2018,4,April,2,5,Thursday,14,0
2018-04-06 19:17:22,20180406,2018,4,April,2,6,Friday,14,0
2018-04-07 14:12:15,20180407,2018,4,April,2,7,Saturday,14,1
2018-04-08 13:20:21,20180408,2018,4,April,2,8,Sunday,14,1
2018-04-09 13:56:45,20180409,2018,4,April,2,9,Monday,15,0
2018-04-10 14:58:16,20180410,2018,4,April,2,10,Tuesday,15,0
2018-04-11 22:32:31,20180411,2018,4,April,2,11,Wednesday,15,0
2018-04-12 14:37:29,20180412,2018,4,April,2,12,Thursday,15,0
2018-04-13 08:44:17,20180413,2018,4,April,2,13,Friday,15,0
2018-04-14 18:31:02,20180414,2018,4,April,2,14,Saturday,15,1
2018-04-15 19:42:06,20180415,2018,4,April,2,15,Sunday,15,1
2018-04-16 21:15:39,20180416,2018,4,April,2,16,Monday,16,0
2018-04-17 11:25:39,20180417,2018,4,April,2,17,Tuesday,16,0
2018-04-18 20:13:31,20180418,2018,4,April,2,18,Wednesday,16,0
2018-04-19 19:34:08,20180419,2018,4,April,2,19,Thursday,16,0
2018-04-20 12:53:58,20180420,2018,4,April,2,20,Friday,16,0
2018-04-21 14:18:28,20180421,2018,4,April,2,21,Saturday,16,1
2018-04-22 08:48:13,20180422,2018,4,April,2,22,Sunday,16,1
2018-04-23 10:50:18,20180423,2018,4,April,2,23,Monday,17,0
2018-04-24 22:18:53,20180424,2018,4,April,2,24,Tuesday,17,0
2018-04-25 22:18:10,20180425,2018,4,April,2,25,Wednesday,17,0
2018-04-26 11:59:05,20180426,2018,4,April,2,26,Thursday,17,0
2018-04-27 01:41:23,20180427,2018,4,April,2,27,Friday,17,0
2018-04-28 22:02:50,20180428,2018,4,April,2,28,Saturday,17,1
2018-04-29 14:31:40,20180429,2018,4,April,2,29,Sunday,17,1
2018-04-30 20:24:33,20180430,2018,4,April,2,30,Monday,18,0
2018-05-01 08:12:37,20180501,2018,5,May,2,1,Tuesday,18,0
2018-05-02 11:45:38,20180502,2018,5,May,2,2,Wednesday,18,0
2018-05-03 14:31:13,20180503,2018,5,May,2,3,Thursday,18,0
2018-05-04 10:29:14,20180504,2018,5,May,2,4,Friday,18,0
2018-05-05 09:22:24,20180505,2018,5,May,2,5,Saturday,18,1
2018-05-06 10:27:56,20180506,2018,5,May,2,6,Sunday,18,1
2018-05-07 21:49:08,20180507,2018,5,May,2,7,Monday,19,0
2018-05-08 22:12:34,20180508,2018,5,May,2,8,Tuesday,19,0
2018-05-09 18:27:00,20180509,2018,5,May,2,9,Wednesday,19,0
2018-05-10 16:04:42,20180510,2018,5,May,2,10,Thursday,19,0
2018-05-11 13:10:51,20180511,2018,5,May,2,11,Friday,19,0
2018-05-12 00:18:28,20180512,2018,5,May,2,12,Saturday,19,1
2018-05-13 22:50:32,20180513,2018,5,May,2,13,Sunday,19,1
2018-05-14 08:35:33,20180514,2018,5,May,2,14,Monday,20,0
2018-05-15 19:55:51,20180515,2018,5,May,2,15,Tuesday,20,0
2018-05-16 16:10:21,20180516,2018,5,May,2,16,Wednesday,20,0
2018-05-17 16:59:11,20180517,2018,5,May,2,17,Thursday,20,0
2018-05-18 11:26:45,20180518,2018,5,May,2,18,Friday,20,0
2018-05-19 12:14:08,20180519,2018,5,May,2,19,Saturday,20,1
2018-05-20 10:33:47,20180520,2018,5,May,2,20,Sunday,20,1
2018-05-21 13:16:36,20180521,2018,5,May,2,21,Monday,21,0
2018-05-22 18:50:55,20180522,2018,5,May,2,22,Tuesday,21,0
2018-05-23 16:37:35,20180523,2018,5,May,2,23,Wednesday,21,0
2018-05-24 12:16:48,20180524,2018,5,May,2,24,Thursday,21,0
2018-05-25 08:54:21,20180525,2018,5,May,2,25,Friday,21,0
2018-05-26 23:52:17,20180526,2018,5,May,2,26,Saturday,21,1
2018-05-27 17:59:00,20180527,2018,5,May,2,27,Sunday,21,1
2018-05-28 12:53:12,20180528,2018,5,May,2,28,Monday,22,0
2018-05-29 23:14:39,20180529,2018,5,May,2,29,Tuesday,22,0
2018-05-30 22:33:08,20180530,2018,5,May,2,30,Wednesday,22,0
2018-05-31 10:16:12,20180531,2018,5,May,2,31,Thursday,22,0
2018-06-01 12:23:13,20180601,2018,6,June,2,1,Friday,22,0
2018-06-02 00:36:12,20180602,2018,6,June,2,2,Saturday,22,1
2018-06-03 18:24:33,20180603,2018,6,June,2,3,Sunday,22,1
2018-06-04 00:00:13,20180604,2018,6,June,2,4,Monday,23,0
2018-06-05 09:10:34,20180605,2018,6,June,2,5,Tuesday,23,0
2018-06-06 14:21:47,20180606,2018,6,June,2,6,Wednesday,23,0
2018-06-07 10:06:19,20180607,2018,6,June,2,7,Thursday,23,0
2018-06-08 12:19:58,20180608,2018,6,June,2,8,Friday,23,0
2018-06-09 11:02:51,20180609,2018,6,June,2,9,Saturday,23,1
2018-06-10 15:44:20,20180610,2018,6,June,2,10,Sunday,23,1
2018-06-11 10:25:52,20180611,2018,6,June,2,11,Monday,24,0
2018-06-12 09:52:46,20180612,2018,6,June,2,12,Tuesday,24,0
2018-06-13 13:47:39,20180613,2018,6,June,2,13,Wednesday,24,0
2018-06-14 18:37:58,20180614,2018,6,June,2,14,Thursday,24,0
2018-06-15 21:45:12,20180615,2018,6,June,2,15,Friday,24,0
2018-06-16 19:05:54,20180616,2018,6,June,2,16,Saturday,24,1
2018-06-17 21:03:46,20180617,2018,6,June,2,17,Sunday,24,1
2018-06-18 16:02:23,20180618,2018,6,June,2,18,Monday,25,0
2018-06-19 00:26:23,20180619,2018,6,June,2,19,Tuesday,25,0
2018-06-20 16:44:28,20180620,2018,6,June,2,20,Wednesday,25,0
2018-06-21 10:46:55,20180621,2018,6,June,2,21,Thursday,25,0
2018-06-22 13:43:19,20180622,2018,6,June,2,22,Friday,25,0
2018-06-23 19:24:21,20180623,2018,6,June,2,23,Saturday,25,1
2018-06-24 19:01:52,20180624,2018,6,June,2,24,Sunday,25,1
2018-06-25 15:36:18,20180625,2018,6,June,2,25,Monday,26,0
2018-06-26 13:42:52,20180626,2018,6,June,2,26,Tuesday,26,0
2018-06-27 11:10:11,20180627,2018,6,June,2,27,Wednesday,26,0
2018-06-28 11:08:58,20180628,2018,6,June,2,28,Thursday,26,0
2018-06-29 18:39:21,20180629,2018,6,June,2,29,Friday,26,0
2018-06-30 21:57:55,20180630,2018,6,June,2,30,Saturday,26,1
2018-07-01 20:54:21,20180701,2018,7,July,3,1,Sunday,26,1
2018-07-02 12:54:20,20180702,2018,7,July,3,2,Monday,27,0
2018-07-03 01:17:32,20180703,2018,7,July,3,3,Tuesday,27,0
2018-07-04 16:49:21,20180704,2018,7,July,3,4,Wednesday,27,0
2018-07-05 18:40:47,20180705,2018,7,July,3,5,Thursday,27,0
2018-07-06 23:36:15,20180706,2018,7,July,3,6,Friday,27,0
2018-07-07 20:04:55,20180707,2018,7,July,3,7,Saturday,27,1
2018-07-08 22:01:30,20180708,2018,7,July,3,8,Sunday,27,1
2018-07-09 08:40:38,20180709,2018,7,July,3,9,Monday,28,0
2018-07-10 18:01:12,20180710,2018,7,July,3,10,Tuesday,28,0
2018-07-11 17:22:56,20180711,2018,7,July,3,11,Wednesday,28,0
2018-07-12 20:24:07,20180712,2018,7,July,3,12,Thursday,28,0
2018-07-13 15:45:51,20180713,2018,7,July,3,13,Friday,28,0
2018-07-14 16:32:00,20180714,2018,7,July,3,14,Saturday,28,1
2018-07-15 08:33:19,20180715,2018,7,July,3,15,Sunday,28,1
2018-07-16 23:40:37,20180716,2018,7,July,3,16,Monday,29,0
2018-07-17 21:25:29,20180717,2018,7,July,3,17,Tuesday,29,0
2018-07-18 13:39:54,20180718,2018,7,July,3,18,Wednesday,29,0
2018-07-19 08:45:23,20180719,2018,7,July,3,19,Thursday,29,0
2018-07-20 11:46:49,20180720,2018,7,July,3,20,Friday,29,0
2018-07-21 12:49:32,20180721,2018,7,July,3,21,Saturday,29,1
2018-07-22 15:19:05,20180722,2018,7,July,3,22,Sunday,29,1
2018-07-23 18:27:07,20180723,2018,7,July,3,23,Monday,30,0
2018-07-24 20:41:37,20180724,2018,7,July,3,24,Tuesday,30,0
2018-07-25 17:44:10,20180725,2018,7,July,3,25,Wednesday,30,0
2018-07-26 14:39:59,20180726,2018,7,July,3,26,Thursday,30,0
2018-07-27 12:45:51,20180727,2018,7,July,3,27,Friday,30,0
2018-07-28 16:52:55,20180728,2018,7,July,3,28,Saturday,30,1
2018-07-29 23:34:51,20180729,2018,7,July,3,29,Sunday,30,1
2018-07-30 22:41:44,20180730,2018,7,July,3,30,Monday,31,0
2018-07-31 16:16:19,20180731,2018,7,July,3,31,Tuesday,31,0
2018-08-01 10:48:19,20180801,2018,8,August,3,1,Wednesday,31,0
2018-08-02 14:41:02,20180802,2018,8,August,3,2,Thursday,31,0
2018-08-03 08:59:39,20180803,2018,8,August,3,3,Friday,31,0
2018-08-04 23:25:30,20180804,2018,8,August,3,4,Saturday,31,1
2018-08-05 13:09:48,20180805,2018,8,August,3,5,Sunday,31,1
2018-08-06 09:12:33,20180806,2018,8,August,3,6,Monday,32,0
2018-08-07 14:12:05,20180807,2018,8,August,3,7,Tuesday,32,0
2018-08-08 08:38:49,20180808,2018,8,August,3,8,Wednesday,32,0
2018-08-09 11:44:40,20180809,2018,8,August,3,9,Thursday,32,0
2018-08-10 13:42:06,20180810,2018,8,August,3,10,Friday,32,0
2018-08-11 20:58:44,20180811,2018,8,August,3,11,Saturday,32,1
2018-08-12 12:04:03,20180812,2018,8,August,3,12,Sunday,32,1
2018-08-13 14:16:15,20180813,2018,8,August,3,13,Monday,33,0
2018-08-14 17:48:09,20180814,2018,8,August,3,14,Tuesday,33,0
2018-08-15 16:30:22,20180815,2018,8,August,3,15,Wednesday,33,0
2018-08-16 10:39:48,20180816,2018,8,August,3,16,Thursday,33,0
2018-08-17 07:59:51,20180817,2018,8,August,3,17,Friday,33,0
2018-08-18 10:33:27,20180818,2018,8,August,3,18,Saturday,33,1
2018-08-19 11:28:11,20180819,2018,8,August,3,19,Sunday,33,1
2018-08-20 18:24:30,20180820,2018,8,August,3,20,Monday,34,0
2018-08-21 16:45:44,20180821,2018,8,August,3,21,Tuesday,34,0
2018-08-22 16:10:29,20180822,2018,8,August,3,22,Wednesday,34,0
2018-08-23 14:56:46,20180823,2018,8,August,3,23,Thursday,34,0
2018-08-24 19:01:02,20180824,2018,8,August,3,24,Friday,34,0
2018-08-25 22:17:18,20180825,2018,8,August,3,25,Saturday,34,1
2018-08-26 22:04:34,20180826,2018,8,August,3,26,Sunday,34,1
2018-08-27 13:57:36,20180827,2018,8,August,3,27,Monday,35,0
2018-08-28 10:44:03,20180828,2018,8,August,3,28,Tuesday,35,0
2018-08-29 16:27:49,20180829,2018,8,August,3,29,Wednesday,35,0
2018-08-30 10:14:00,20180830,2018,8,August,3,30,Thursday,35,0
2018-08-31 16:13:44,20180831,2018,8,August,3,31,Friday,35,0
2018-09-03 18:40:50,20180903,2018,9,September,3,3,Monday,36,0
2018-09-06 14:50:07,20180906,2018,9,September,3,6,Thursday,36,0
2018-09-10 17:51:25,20180910,2018,9,September,3,10,Monday,37,0
2018-09-11 16:45:54,20180911,2018,9,September,3,11,Tuesday,37,0
2018-09-12 15:32:16,20180912,2018,9,September,3,12,Wednesday,37,0
2018-09-13 09:56:12,20180913,2018,9,September,3,13,Thursday,37,0
2018-09-17 17:21:16,20180917,2018,9,September,3,17,Monday,38,0
2018-09-20 13:54:16,20180920,2018,9,September,3,20,Thursday,38,0
2018-09-25 11:59:18,20180925,2018,9,September,3,25,Tuesday,39,0
2018-09-26 08:40:15,20180926,2018,9,September,3,26,Wednesday,39,0
2018-09-29 09:13:03,20180929,2018,9,September,3,29,Saturday,39,1
2018-10-01 15:30:09,20181001,2018,10,October,4,1,Monday,40,0
2018-10-03 18:55:29,20181003,2018,10,October,4,3,Wednesday,40,0
2018-10-16 20:16:02,20181016,2018,10,October,4,16,Tuesday,42,0
2018-10-17 17:30:18,20181017,2018,10,October,4,17,Wednesday,42,0
